_id,x_axis,y_axis,z_axis,target
5f32e30ac348ef4989bd8526,-1.15625,0.125,15.71875,0
5f32e30ac348ef4989bd8527,-1.109375,0.0625,15.484375,0
5f32e30ac348ef4989bd8528,-1.1875,0.109375,15.640625,0
5f32e30ac348ef4989bd8529,-1.078125,0.453125,15.65625,0
5f32e30ac348ef4989bd852a,-1.15625,0.203125,15.6875,0
5f32e30ac348ef4989bd852b,-1.046875,0.34375,15.53125,0
5f32e30ac348ef4989bd852c,-1.3125,0.1875,15.578125,0
5f32e30ac348ef4989bd852d,-1.21875,0.296875,15.484375,0
5f32e30bc348ef4989bd852e,-1.171875,0.125,15.796875,0
5f32e30bc348ef4989bd852f,-1.3125,0.015625,15.40625,0
5f32e30bc348ef4989bd8530,-1.296875,0.046875,15.453125,0
5f32e30bc348ef4989bd8531,-1.21875,0.328125,15.59375,0
5f32e30bc348ef4989bd8532,-1.15625,0.25,15.5625,0
5f32e30bc348ef4989bd8533,-1.140625,0.328125,15.671875,0
5f32e30bc348ef4989bd8534,-1.21875,0.171875,15.453125,0
5f32e30bc348ef4989bd8535,-1.390625,0.0625,15.390625,0
5f32e30bc348ef4989bd8536,-1.1875,0.140625,15.296875,0
5f32e30bc348ef4989bd8537,-1.234375,0.34375,15.5,0
5f32e30bc348ef4989bd8538,-1.203125,0.25,15.5,0
5f32e30bc348ef4989bd8539,-1.09375,0.203125,15.6875,0
5f32e30bc348ef4989bd853a,-1.3125,0.203125,15.71875,0
5f32e30bc348ef4989bd853b,-1.234375,0.21875,15.578125,0
5f32e30bc348ef4989bd853c,-1.296875,0.1875,15.515625,0
5f32e30cc348ef4989bd853d,-1.421875,0.203125,15.5625,0
5f32e30cc348ef4989bd853e,-1.203125,0.0625,15.640625,0
5f32e30cc348ef4989bd853f,-1.296875,0.328125,15.609375,0
5f32e30cc348ef4989bd8540,-1.203125,0.125,15.3125,0
5f32e30cc348ef4989bd8541,-1.265625,0.140625,15.734375,0
5f32e30cc348ef4989bd8542,-1.265625,0.234375,15.5625,0
5f32e30cc348ef4989bd8543,-1.234375,0.359375,15.625,0
5f32e30cc348ef4989bd8544,-1.15625,0.09375,15.734375,0
5f32e30cc348ef4989bd8545,-1.25,0.265625,15.46875,0
5f32e30cc348ef4989bd8546,-1.125,0.09375,15.4375,0
5f32e30cc348ef4989bd8547,-1.078125,0.203125,15.609375,0
5f32e30cc348ef4989bd8548,-1.21875,0.015625,15.234375,0
5f32e30cc348ef4989bd8549,-1.1875,0.1875,15.671875,0
5f32e30cc348ef4989bd854a,-1.1875,0.234375,15.53125,0
5f32e30cc348ef4989bd854b,-1.265625,0.28125,15.53125,0
5f32e30dc348ef4989bd854c,-1.109375,0.125,15.453125,0
5f32e30dc348ef4989bd854d,-1.25,0.0625,15.578125,0
5f32e30dc348ef4989bd854e,-1.09375,0.140625,15.515625,0
5f32e30dc348ef4989bd854f,-1.359375,0.140625,15.609375,0
5f32e30dc348ef4989bd8550,-1.21875,0.3125,15.46875,0
5f32e30dc348ef4989bd8551,-1.15625,0.171875,15.609375,0
5f32e30dc348ef4989bd8552,-1.328125,0.09375,15.578125,0
5f32e30dc348ef4989bd8553,-1.171875,0.21875,15.53125,0
5f32e30dc348ef4989bd8554,-1.265625,0.125,15.609375,0
5f32e30dc348ef4989bd8555,-1.0625,0.1875,15.484375,0
5f32e30dc348ef4989bd8556,-1.265625,0.0625,15.484375,0
5f32e30dc348ef4989bd8557,-1.15625,0.21875,15.484375,0
5f32e30dc348ef4989bd8558,-1.234375,0.078125,15.5625,0
5f32e30dc348ef4989bd8559,-1.359375,0.109375,15.703125,0
5f32e30dc348ef4989bd855a,-1.296875,0.359375,15.484375,0
5f32e30dc348ef4989bd855b,-1.234375,0.34375,15.6875,0
5f32e30ec348ef4989bd855c,-1.109375,0.21875,15.3125,0
5f32e30ec348ef4989bd855d,-1.40625,0.25,15.71875,0
5f32e30ec348ef4989bd855e,-1.140625,0.1875,15.71875,0
5f32e30ec348ef4989bd855f,-1.296875,0.359375,15.765625,0
5f32e30ec348ef4989bd8560,-1.140625,0.171875,15.9375,0
5f32e30ec348ef4989bd8561,-1.140625,0.203125,15.625,0
5f32e30ec348ef4989bd8562,-1.15625,0.25,15.59375,0
5f32e30ec348ef4989bd8563,-1.21875,0.296875,15.375,0
5f32e30ec348ef4989bd8564,-1.453125,0.015625,15.25,0
5f32e30ec348ef4989bd8565,-1.34375,0.421875,15.53125,0
5f32e30ec348ef4989bd8566,-1.15625,0.140625,15.546875,0
5f32e30ec348ef4989bd8567,-1.21875,0.03125,15.609375,0
5f32e30ec348ef4989bd8568,-1.25,0.125,15.609375,0
5f32e30ec348ef4989bd8569,-1.03125,0.09375,15.46875,0
5f32e30ec348ef4989bd856a,-1.203125,0.15625,15.5625,0
5f32e30fc348ef4989bd856b,-1.234375,0.171875,15.484375,0
5f32e30fc348ef4989bd856c,-1.203125,0.21875,15.5,0
5f32e30fc348ef4989bd856d,-0.828125,0.3125,15.96875,0
